Family	Genus	species	sub.species	uncertainities	SpecisName	other.names.genera	other.names.species	other.names.sub.species	other.name.type	Source.of.other.name	notes.on.other.name	Sexual.System	Karyotype	notes..Karyotype	Predicted.ploidy	female2N	male2N	notesMale2N	notes..comments	cite.key
Riodinidae	Mesosemia	sp.			NA	Mesosemia	sp.		Accepted Genera	Lepindex					NA		82			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Melanis	sp.			NA	Melanis	sp.		Accepted Genera	Lepindex					NA		76			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Nymphalidae	Memphis	sp.			NA	Memphis	sp.		Accepted Genera	Lepindex					NA		70			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Riodinidae	Melanis	sp.			NA	Melanis	sp.		Accepted Genera	Lepindex					NA		66			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Hesperiidae	Jemadia	sp.			NA	Jemadia	sp.		Accepted Genera	Lepindex					NA		64			"Saura, A., Schoultz, B.V., Saura, A.O. and Brown Jr, K.S., 2013. Chromosome evolution in Neotropical butterflies.Hereditas,150(2?3), pp.26-37."
Riodinidae	Ancyluris	sp.			NA	Ancyluris	sp.		Accepted Genera	Lepindex					NA		62			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Hesperiidae	Chiomara	sp.			NA	Chiomara	sp.		Accepted Genera	Lepindex					NA		62			"Wesley, D.J. and Emmel, T.C., 1975. The chromosomes of neotropical butterflies from Trinidad and Tobago.Biotropica, pp.24-31."
Hesperiidae	Cymaenes	sp.			NA	Cymaenes	sp.		Accepted Genera	Lepindex					NA		62			"Wesley, D.J. and Emmel, T.C., 1975. The chromosomes of neotropical butterflies from Trinidad and Tobago.Biotropica, pp.24-31."
Pieridae	Dismorphia	sp.			NA	Dismorphia	sp.		Accepted Genera	Lepindex					NA		62			"Saura, A., Schoultz, B.V., Saura, A.O. and Brown Jr, K.S., 2013. Chromosome evolution in Neotropical butterflies.Hereditas,150(2?3), pp.26-37."
Nymphalidae	Doxocopa	sp.			NA	Doxocopa	sp.		Accepted Genera	Lepindex					NA		62			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Pieridae	Enantia	sp.			NA	Enantia	sp.		Accepted Genera	Lepindex					NA		62			"Saura, A., Schoultz, B.V., Saura, A.O. and Brown Jr, K.S., 2013. Chromosome evolution in Neotropical butterflies.Hereditas,150(2?3), pp.26-37."
Nymphalidae	Eunica	sp.			NA	Eunica	sp.		Accepted Genera	Lepindex					NA		62			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Eunica	sp.			NA	Eunica	sp.		Accepted Genera	Lepindex					NA		62			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Memphis	sp.			NA	Memphis	sp.		Accepted Genera	Lepindex					NA		62			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Riodinidae	Nymphidium	sp.			NA	Nymphidium	sp.		Accepted Genera	Lepindex					NA		62			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Nymphalidae	Panacea	sp.			NA	Panacea	sp.		Accepted Genera	Lepindex					NA		62			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Noctuidae	Zale	sp.			NA	Zale	sp.		Accepted Genera	Lepindex					NA		62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Riodinidae	Argyrogrammana	sp.			NA	Argyrogrammana	sp.		Accepted Genera	Lepindex					NA		60			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Nymphalidae	Caligo	sp.			NA	Caligo	sp.		Accepted Genera	Lepindex					NA		60			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Nymphalidae	Memphis	sp.			NA	Memphis	sp.		Accepted Genera	Lepindex					NA		60			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Nymphalidae	Pierella	sp.			NA	Pierella	sp.		Accepted Genera	Lepindex					NA		60			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Nymphalidae	Pyrrhogyra	sp.			NA	Pyrrhogyra	sp.		Accepted Genera	Lepindex					NA		60			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Hesperiidae	Sarbia	sp.			NA	Sarbia	sp.		Accepted Genera	Lepindex					NA		60			"Saura, A., Schoultz, B.V., Saura, A.O. and Brown Jr, K.S., 2013. Chromosome evolution in Neotropical butterflies.Hereditas,150(2?3), pp.26-37."
Noctuidae	Acronycta	sp.			NA	Acronycta	sp.		Accepted Genera	Lepindex					NA		58			"Cook, M.H., 1910. Spermatogenesis in lepidoptera. Proceedings of the Academy of Natural Sciences of Philadelphia, pp.294-327."
Nymphalidae	Caligo	sp.			NA	Caligo	sp.		Accepted Genera	Lepindex					NA		58			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Riodinidae	Charis	sp.			NA	Charis	sp.		Accepted Genera	Lepindex					NA		58			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Eurybia	sp.			NA	Eurybia	sp.		Accepted Genera	Lepindex					NA		58			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Eurybia	sp.			NA	Eurybia	sp.		Accepted Genera	Lepindex					NA		58			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Euselasia	sp.			NA	Euselasia	sp.		Accepted Genera	Lepindex					NA		58			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Nymphalidae	Pedaliodes	sp.			NA	Pedaliodes	sp.		Accepted Genera	Lepindex					NA		58			"De Lesse, H., 1967. Les nombres de chromosomes chez les Lépidoptères Rhopalocères néotropicaux.Ann. Soc. Ent. Fr.(NS),3, pp.67-136."
Nymphalidae	Yphthimoides	sp.			NA	Yphthimoides	sp.		Accepted Genera	Lepindex					NA		58			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Riodinidae	Ancyluris	sp.			NA	Ancyluris	sp.		Accepted Genera	Lepindex					NA		56			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Euselasia	sp.			NA	Euselasia	sp.		Accepted Genera	Lepindex					NA		56			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Nymphalidae	Memphis	sp.			NA	Memphis	sp.		Accepted Genera	Lepindex					NA		56			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Hesperiidae	Mimoniades	sp.			NA	Mimoniades	sp.		Accepted Genera	Lepindex					NA		56			"De Lesse, H., 1967. Les nombres de chromosomes chez les Lépidoptères Rhopalocères néotropicaux.Ann. Soc. Ent. Fr.(NS),3, pp.67-136."
Hesperiidae	Mimoniades	sp.			NA	Mimoniades	sp.		Accepted Genera	Lepindex					NA		56			"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae).†Comparative Cytogenetics,†8(4), p.275."
Nymphalidae	Oxeoschistus	sp.			NA	Oxeoschistus	sp.		Accepted Genera	Lepindex					NA		56			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Riodinidae	Ancyluris	sp.			NA	Ancyluris	sp.		Accepted Genera	Lepindex					NA		54			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Mesosemia	sp.			NA	Mesosemia	sp.		Accepted Genera	Lepindex					NA		54			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Eurybia	sp.			NA	Eurybia	sp.		Accepted Genera	Lepindex					NA		52			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Nymphalidae	Memphis	sp.			NA	Memphis	sp.		Accepted Genera	Lepindex					NA		52			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Riodinidae	Mesosemia	sp.			NA	Mesosemia	sp.		Accepted Genera	Lepindex					NA		52			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Mesosemia	sp.			NA	Mesosemia	sp.		Accepted Genera	Lepindex					NA		52			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Nymphalidae	Taygetis	sp.			NA	Taygetis	sp.		Accepted Genera	Lepindex					NA		52			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Riodinidae	Charis	sp.			NA	Charis	sp.		Accepted Genera	Lepindex					NA		50			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Nymphalidae	Haetera	sp.			NA	Haetera	sp.		Accepted Genera	Lepindex					NA		50			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Riodinidae	Ithomiola	sp.			NA	Ithomiola	sp.		Accepted Genera	Lepindex					NA		50			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Melanis	sp.			NA	Melanis	sp.		Accepted Genera	Lepindex					NA		50			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Mesosemia	sp.			NA	Mesosemia	sp.		Accepted Genera	Lepindex					NA		50			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Nymphalidae	Pharneuptychia	sp.			NA	Pharneuptychia	sp.		Accepted Genera	Lepindex					NA		50			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Pieridae	Dismorphia	sp.			NA	Dismorphia	sp.		Accepted Genera	Lepindex					NA		48			"Saura, A., Schoultz, B.V., Saura, A.O. and Brown Jr, K.S., 2013. Chromosome evolution in Neotropical butterflies.Hereditas,150(2?3), pp.26-37."
Pieridae	Dismorphia	sp.			NA	Dismorphia	sp.		Accepted Genera	Lepindex					NA		48			"Saura, A., Schoultz, B.V., Saura, A.O. and Brown Jr, K.S., 2013. Chromosome evolution in Neotropical butterflies.Hereditas,150(2?3), pp.26-37."
Riodinidae	Crocozona	sp.			NA	Crocozona	sp.		Accepted Genera	Lepindex					NA		46			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Pieridae	Dismorphia	sp.			NA	Dismorphia	sp.		Accepted Genera	Lepindex					NA		44			"Saura, A., Schoultz, B.V., Saura, A.O. and Brown Jr, K.S., 2013. Chromosome evolution in Neotropical butterflies.Hereditas,150(2?3), pp.26-37."
Pieridae	Dismorphia	sp.			NA	Dismorphia	sp.		Accepted Genera	Lepindex					NA		42			"Saura, A., Schoultz, B.V., Saura, A.O. and Brown Jr, K.S., 2013. Chromosome evolution in Neotropical butterflies.Hereditas,150(2?3), pp.26-37."
Hesperiidae	Mimoniades	sp.			NA	Mimoniades	sp.		Accepted Genera	Lepindex					NA		42			"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae).†Comparative Cytogenetics,†8(4), p.275."
Hesperiidae	Mimoniades	sp.			NA	Mimoniades	sp.		Accepted Genera	Lepindex					NA		42			"Saura, A., Schoultz, B.V., Saura, A.O. and Brown Jr, K.S., 2013. Chromosome evolution in Neotropical butterflies.Hereditas,150(2?3), pp.26-37."
Riodinidae	Nymphidium	sp.			NA	Nymphidium	sp.		Accepted Genera	Lepindex					NA		42			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Melanis	sp.			NA	Melanis	sp.		Accepted Genera	Lepindex					NA		40			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Charis	sp.			NA	Charis	sp.		Accepted Genera	Lepindex					NA		36			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Euselasia	sp.			NA	Euselasia	sp.		Accepted Genera	Lepindex					NA		36			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Ithomeis	sp.			NA	Ithomeis	sp.		Accepted Genera	Lepindex					NA		36			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Nymphalidae	Memphis	sp.			NA	Memphis	sp.		Accepted Genera	Lepindex					NA		36			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Riodinidae	Menander	sp.			NA	Menander	sp.		Accepted Genera	Lepindex					NA		36			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Menander	sp.			NA	Menander	sp.		Accepted Genera	Lepindex					NA		36			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Nymphalidae	Prepona	sp.			NA	Prepona	sp.		Accepted Genera	Lepindex					NA		36			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Riodinidae	Argyrogrammana	sp.			NA	Argyrogrammana	sp.		Accepted Genera	Lepindex					NA		32			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Caria	sp.			NA	Caria	sp.		Accepted Genera	Lepindex					NA		32			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Charis	sp.			NA	Charis	sp.		Accepted Genera	Lepindex					NA		32			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Nymphalidae	Taygetis	sp.			NA	Taygetis	sp.		Accepted Genera	Lepindex					NA		32			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Riodinidae	Theope	sp.			NA	Theope	sp.		Accepted Genera	Lepindex					NA		32			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Nymphalidae	Eunica	sp.			NA	Eunica	sp.		Accepted Genera	Lepindex					NA		30			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Riodinidae	Melanis	sp.			NA	Melanis	sp.		Accepted Genera	Lepindex					NA		30			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Mesene	sp.			NA	Mesene	sp.		Accepted Genera	Lepindex					NA		30			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Pieridae	Moschoneura	sp.			NA	Moschoneura	sp.		Accepted Genera	Lepindex					NA		30			"Saura, A., Schoultz, B.V., Saura, A.O. and Brown Jr, K.S., 2013. Chromosome evolution in Neotropical butterflies.Hereditas,150(2?3), pp.26-37."
Hesperiidae	Pyrrhopyge	sp.			NA	Pyrrhopyge	sp.		Accepted Genera	Lepindex					NA		30			"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae).†Comparative Cytogenetics,†8(4), p.275."
Hesperiidae	Pyrrhopyge	sp.			NA	Pyrrhopyge	sp.		Accepted Genera	Lepindex					NA		30			"Saura, A., Schoultz, B.V., Saura, A.O. and Brown Jr, K.S., 2013. Chromosome evolution in Neotropical butterflies.Hereditas,150(2?3), pp.26-37."
Riodinidae	Rhetus	sp.			NA	Rhetus	sp.		Accepted Genera	Lepindex					NA		30			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Rhetus	sp.			NA	Rhetus	sp.		Accepted Genera	Lepindex					NA		30			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Nymphalidae	Vila	sp.			NA	Vila	sp.		Accepted Genera	Lepindex					NA		30			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Baeotus	sp.			NA	Baeotus	sp.		Accepted Genera	Lepindex					NA		28			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Riodinidae	Eurybia	sp.			NA	Eurybia	sp.		Accepted Genera	Lepindex					NA		28			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Nymphalidae	Yphthimoides	sp.			NA	Yphthimoides	sp.		Accepted Genera	Lepindex					NA		28			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Nymphalidae	Harjesia	sp.			NA	Harjesia	sp.		Accepted Genera	Lepindex					NA		26			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Nymphalidae	Pareuptychia	sp.			NA	Pareuptychia	sp.		Accepted Genera	Lepindex					NA		26			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Riodinidae	Melanis	sp.			NA	Melanis	sp.		Accepted Genera	Lepindex					NA		24			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Nymphalidae	Memphis	sp.			NA	Memphis	sp.		Accepted Genera	Lepindex					NA		24			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Nymphalidae	Memphis	sp.			NA	Memphis	sp.		Accepted Genera	Lepindex					NA		24			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Nymphalidae	Pareuptychia	sp.			NA	Pareuptychia	sp.		Accepted Genera	Lepindex					NA		24			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Riodinidae	Mesosemia	sp.			NA	Mesosemia	sp.		Accepted Genera	Lepindex					NA		22			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Nymphalidae	Asterope	sp.			NA	Asterope	sp.		Accepted Genera	Lepindex					NA		20			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
