Family	Genus	Species	Subspecies	hap		Reference	SpeciesNames
Nymphalidae	Eueides	tibilia		31	62	"Brown, K.S., Emmel, T.C., Eliazar, P.J. & Suomalainen, E. (1992). Evolutionary patterns in chromosome numbers in neotropical Lepidoptera. I. Chromosomes of the Heliconiini (family Nymphalidae: subfamily Nymphalinae). Hereditas 117: 109–125."	Eueides_tibilia
Nymphalidae	Euthalia	julii		30	60	"Saitoh, K. & Abe, A. (1970). Chromosome studies in sixteen species of Himalayan butterflies (Nymphalidae and Lycaenidae). Special Bulletin of the Lepidopteran Society of Japan 4: 141–152."	Euthalia_julii
Nymphalidae	Fountainea	cratais		30	60	"Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481."	Fountainea_cratais
Nymphalidae	Garsauritis	xanthostola		18-20	36-40	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Garsauritis_xanthostola
Nymphalidae	Godyris	crinippa		24	48	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Godyris_crinippa
Nymphalidae	Godyris	kedema		13	26	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Godyris_kedema
Nymphalidae	Godyris	nepos	hewitsoni	"31,32"	"62,64"	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Godyris_nepos
Nymphalidae	Godyris	nero		15	30	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Godyris_nero
Nymphalidae	Godyris	panthyale		44	88	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Godyris_panthyale
Nymphalidae	Godyris	sappho		77	154	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Godyris_sappho
Nymphalidae	Godyris	zavaleta		40	80	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Godyris_zavaleta
Nymphalidae	Godyris	zygia		75	150	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Godyris_zygia
Nymphalidae	Greta	andromica	andania	36	72	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Greta_andromica
Nymphalidae	Greta	andromica	lyra	42	84	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Greta_andromica
Nymphalidae	Greta	morgane	oto	47	94	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Greta_morgane
Nymphalidae	Greta	quisqueya		70	140	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Greta_quisqueya
Nymphalidae	Haenschia	derama		33	66	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Haenschia_derama
Nymphalidae	Heliconius	elmatus		21	42	"Brown, K.S., Emmel, T.C., Eliazar, P.J. & Suomalainen, E. (1992). Evolutionary patterns in chromosome numbers in neotropical Lepidoptera. I. Chromosomes of the Heliconiini (family Nymphalidae: subfamily Nymphalinae). Hereditas 117: 109–125."	Heliconius_elmatus
Nymphalidae	Heliconius	hurneyi		21	42	"Brown, K.S., Emmel, T.C., Eliazar, P.J. & Suomalainen, E. (1992). Evolutionary patterns in chromosome numbers in neotropical Lepidoptera. I. Chromosomes of the Heliconiini (family Nymphalidae: subfamily Nymphalinae). Hereditas 117: 109–125."	Heliconius_hurneyi
Nymphalidae	Heterosais	edessa		30-31	60-62	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Heterosais_edessa
Nymphalidae	Heterosais	giulia		31	62	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Heterosais_giulia
Nymphalidae	Hyalenna	alidella		15	30	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hyalenna_alidella
Nymphalidae	Hyalenna	minna		22	44	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hyalenna_minna
Nymphalidae	Hyalenna	pascua		38	76	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hyalenna_pascua
Nymphalidae	Hyalyris	adelinda		43	86	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hyalyris_adelinda
Nymphalidae	Hyalyris	antea	flebilis	66	132	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hyalyris_antea
Nymphalidae	Hyalyris	cana		20	40	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hyalyris_cana
Nymphalidae	Hyalyris	coeno		48-49	56-58	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hyalyris_coeno
Nymphalidae	Hyalyris	excelsa		60	120	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hyalyris_excelsa
Nymphalidae	Hyalyris	leptalina		18	36	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hyalyris_leptalina
Nymphalidae	Hyalyris	metella		98-100	196-200	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hyalyris_metella
Nymphalidae	Hyalyris	oulita		26-28	52-56	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hyalyris_oulita
Nymphalidae	Hypna	corumbaensis		8	16	"Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481."	Hypna_corumbaensis
Nymphalidae	Hypna	forbesi		7	14	"Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481."	Hypna_forbesi
Nymphalidae	Hypna	huebneri		6	12	"Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481."	Hypna_huebneri
Nymphalidae	Hypoleria	aelia	pachiteae	8	16	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hypoleria_aelia
Nymphalidae	Hypoleria	ocalea		11-Oct	20-22	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hypoleria_ocalea
Nymphalidae	Hypoleria	orolina		15	30	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hypoleria_orolina
Nymphalidae	Hypoleria	sarepta	virginia	44-45	88-90	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hypoleria_sarepta
Nymphalidae	Hypomenitis	alphesiboea		60	120	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hypomenitis_alphesiboea
Nymphalidae	Hypomenitis	cyrcilla		24	48	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hypomenitis_cyrcilla
Nymphalidae	Hypomenitis	dercetis		27	54	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hypomenitis_dercetis
Nymphalidae	Hypomenitis	enigma		42	84	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hypomenitis_enigma
Nymphalidae	Hypomenitis	ortygia		68	136	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hypomenitis_ortygia
Nymphalidae	Hypomenitis	theudelinda		100	200	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hypomenitis_theudelinda
Nymphalidae	Hyposcada	attilodes		13	26	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hyposcada_attilodes
Nymphalidae	Hyposcada	zarepha		14	28	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hyposcada_zarepha
Nymphalidae	Hypothyris	euclea		14	28	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hypothyris_euclea
Nymphalidae	Hypothyris	evanescens		21-22	42-44	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hypothyris_evanescens
Nymphalidae	Hypothyris	fluonia		15	30	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hypothyris_fluonia
Nymphalidae	Hypothyris	leprieuri		20	40	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hypothyris_leprieuri
Nymphalidae	Hypothyris	lycaste		45	90	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hypothyris_lycaste
Nymphalidae	Hypothyris	mamercus		24	48	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hypothyris_mamercus
Nymphalidae	Hypothyris	rowena		9	18	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hypothyris_rowena
Nymphalidae	Hypothyris	semifulva		17	34	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hypothyris_semifulva
Nymphalidae	Hypothyris	thea		5	10	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hypothyris_thea
Nymphalidae	Hypothyris	vallonia		20	40	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hypothyris_vallonia
Nymphalidae	Hypothyris	valora		16	32	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Hypothyris_valora
Nymphalidae	Inachus	io	geisha	31	62	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."	Inachus_io
Nymphalidae	Ithomia	avella		20	40	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Ithomia_avella
Nymphalidae	Ithomia	pellucida		14	28	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Ithomia_pellucida
Nymphalidae	Laparus	doris		20-38	40-76	"Brown, K.S., Emmel, T.C., Eliazar, P.J. & Suomalainen, E. (1992). Evolutionary patterns in chromosome numbers in neotropical Lepidoptera. I. Chromosomes of the Heliconiini (family Nymphalidae: subfamily Nymphalinae). Hereditas 117: 109–125."	Laparus_doris
Nymphalidae	Lycorea	cleobaea		30	60	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Lycorea_cleobaea
Nymphalidae	Lycorea	pasinuntia		22	44	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Lycorea_pasinuntia
Nymphalidae	Manataria	hyrnethia		28	56	"Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481."	Manataria_hyrnethia
Nymphalidae	Mcclungia	cymo		11	22	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Mcclungia_cymo
Nymphalidae	Mcclungia	fallens		13	26	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Mcclungia_fallens
Nymphalidae	Mechanitis	dariensis		20	40	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Mechanitis_dariensis
Nymphalidae	Mechanitis	menecles		15	30	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Mechanitis_menecles
Nymphalidae	Melinaea	ethra		30	60	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Melinaea_ethra
Nymphalidae	Melinaea	idae		13	26	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Melinaea_idae
Nymphalidae	Melinaea	lilis		22	44	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Melinaea_lilis
Nymphalidae	Melinaea	maelus		15	30	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Melinaea_maelus
Nymphalidae	Melinaea	maenius		22	44	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Melinaea_maenius
Nymphalidae	Melinaea	marsaeus		17	34	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Melinaea_marsaeus
Nymphalidae	Melinaea	mnasias		26	52	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Melinaea_mnasias
Nymphalidae	Melinaea	mneme		17	34	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Melinaea_mneme
Nymphalidae	Melinaea	paraiya		23	46	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Melinaea_paraiya
Nymphalidae	Melinaea	phasiana		15	30	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Melinaea_phasiana
Nymphalidae	Memphis	falcate		12	24	"Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481."	Memphis_falcate
Nymphalidae	Memphis	nenia		26	52	"Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481."	Memphis_nenia
Nymphalidae	Memphis	nenia		31	62	"Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481."	Memphis_nenia
Nymphalidae	Methona	confusa		14	28	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Methona_confusa
Nymphalidae	Methona	curvifascia		14	28	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Methona_curvifascia
Nymphalidae	Methona	grandior		14	28	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Methona_grandior
Nymphalidae	Methona	megisto		14	28	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Methona_megisto
Nymphalidae	Methona	singularis		13	26	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Methona_singularis
Nymphalidae	Morpho	anakreon		28	56	"Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481."	Morpho_anakreon
Nymphalidae	Morpho	coeruleus		30	60	"Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481."	Morpho_coeruleus
Nymphalidae	Morpho	insularis		28	56	"Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481."	Morpho_insularis
Nymphalidae	Morpho	leontius		28	56	"Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481."	Morpho_leontius
Nymphalidae	Morpho	pindarus		28	56	"Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481."	Morpho_pindarus
Nymphalidae	Morpho	rugitaeniatus		28	56	"Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481."	Morpho_rugitaeniatus
Nymphalidae	Morpho	violaceus		28	56	"Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481."	Morpho_violaceus
Nymphalidae	Napeogenes	apulia		13	26	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Napeogenes_apulia
Nymphalidae	Napeogenes	cyrianassa		32	64	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Napeogenes_cyrianassa
Nymphalidae	Napeogenes	duessa		15	30	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Napeogenes_duessa
Nymphalidae	Napeogenes	gracilis		12	24	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Napeogenes_gracilis
Nymphalidae	Napeogenes	harbona	domiduca	6	12	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Napeogenes_harbona
Nymphalidae	Napeogenes	inachia	johnsoni	13-14	26-28	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Napeogenes_inachia
Nymphalidae	Napeogenes	pyrois		22	44	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Napeogenes_pyrois
Nymphalidae	Napeogenes	sylphis		14	28	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Napeogenes_sylphis
Nymphalidae	Napeogenes	verticilla		7	14	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Napeogenes_verticilla
Nymphalidae	Neptis	ananta	taiwana	31-33	62-66	"Maeki, K. & ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera  3. Nymphalidae and Libytheidae. Kontyu 37: 91–98."	Neptis_ananta
Nymphalidae	Neptis	columella	columella	30	60	"Maeki, K. & Ae, S.A. (1968). A chromosomal study of seventeen species of butterflies from Hong Kong (Lepidopetera, Rhopalocera). Kontyu 36: 65–74."	Neptis_columella
Nymphalidae	Neptis	praslini	staudingercana	30	60	"Maeki, K. & Ogata, M. (1971). A chromosomal study of eighteen species of butterflies from Australia (Lepidoptera, Rhopalocera). Kontyu 39: 7–14."	Neptis_praslini
Nymphalidae	Neptis	shepherdi		30	60	"Maeki, K. & Ogata, M. (1971). A chromosomal study of eighteen species of butterflies from Australia (Lepidoptera, Rhopalocera). Kontyu 39: 7–14."	Neptis_shepherdi
Nymphalidae	Neptis	soma	lutatia	29	58	"Maeki, K. & ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera  3. Nymphalidae and Libytheidae. Kontyu 37: 91–98."	Neptis_soma
Nymphalidae	Oleria	astraea		15	30	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Oleria_astraea
Nymphalidae	Oleria	deronda	valida	10	20	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Oleria_deronda
Nymphalidae	Oleria	olerioides		12	24	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Oleria_olerioides
Nymphalidae	Oleria	peruvicola		13	26	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Oleria_peruvicola
Nymphalidae	Olyras	crathis		8	16	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Olyras_crathis
