Family	Genus	species	sub-species	uncertainities	SpecisName	other-names-genera	other-names-species	other-names-sub-species	other-name-type	Source of other name	notes-on-other-name	Sexual.System	Karyotype	notes..Karyotype	Predicted.ploidy	female2N	male2N	notesMale2N	notes..comments	cite.key
Nymphalidae	Pyrameis	cardui				Vanessa	cardui		Synonym	GBIF		gonochorous					62			"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191."
Nymphalidae	Vanessa	cardui				Vanessa	cardui		Accepted	GBIF		gonochorous					62			Maeki 1961
Nymphalidae	Orophila	cardases				Orophila	cardases		Accepted	GBIF							62			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Diaethria	candrena				Diaethria	candrena		Accepted	GBIF							62			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Diaethria	candrena				Diaethria	candrena		Accepted	GBIF							62			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Kaniska	canace				Kaniska	canace		Doubtful	GBIF							62			"Maeki, K. and Makino, S., 1953. Chromosome numbers of some Japanese Rhopalocera.Lepid. news,7, pp.36-38."
Nymphalidae	Nymphalis	canace										gonochorous					62			"Maeki, K., 1953. A chromosome study of Japanese butterflies (Lepidoptera Rhopalocera). A. Studies Kwansei Gakuin Univ., 1, pp.67-70."
Nymphalidae	Mestra	cana				Mestra	cana		Accepted	GBIF							62		also known as Mestra hypermestra cana	"Wesley, D.J. and Emmel, T.C., 1975. The chromosomes of Neotropical butterflies from Trinidad and Tobago.Biotropica, pp.24-31."
Nymphalidae	Polygonia	C-album				Polygonia	C-album		Accepted	Lepindex			ZW			62	62			"Federley, H., 1938. CHROMOSOMENZAHLEN FINNLÄN?DISCHER LEPIDOPTEREN: I. RHOPALOCERA. Hereditas, 24(4), pp.397-464."
Nymphalidae	Polygonia	C-album				Polygonia	C-album		Accepted	Lepindex							62			"Kernewitz, B., 1914. Über Spermiogenese bei Lepidopteren. Zoolog. Anz, 45."
Nymphalidae	Polygonia	C-album	hamigera			Polygonia	C-album		Accepted	Lepindex		gonochorous					62			Maeki 1961
Nymphalidae	Araschnia	burejana				Araschnia	burejana		Accepted	GBIF							62			"Maeki, K., 1953. Chromosome numbers of some butterflies. The Japanese Journal of Genetics, 28(1), pp.6-7."
Nymphalidae	Araschnia	burejana	strigosa			Araschnia	burejana		Accepted	GBIF		gonochorous					62			Maeki 1962
Nymphalidae	Anetia	briarea				Anetia	briarea		Accepted	GBIF							62			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Perisama	bomplandii				Perisama	bomplandii		Accepted	GBIF							62			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Perisama	bomplandii				Perisama	bomplandii		Accepted	GBIF							62			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Hypolimnas	bolina	kezia			Hypolimnas	bolina		Accepted	GBIF		gonochorous					62			"Maeki, K., Ogata, M. and Shirozu, T., 1965. A study of the chromosomes in twenty-five speceis of Formosan Rhopalocera. Special Bulletines of the Lepidoptera Society Japan, (1), pp.1-10."
Nymphalidae	Smyrna	blomfildia				Smyrna	blomfildia		Accepted	GBIF							62			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Smyrna	blomfildia				Smyrna	blomfildia		Accepted	GBIF							62			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Hypanartia	bella				Hypanartia	bella		Accepted	GBIF							62			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Hypanartia	bella				Hypanartia	bella		Accepted	GBIF							62			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Hamadryas	atlantis				Hamadryas	atlantis		Doubtful	GBIF							62			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Morpho	athena				Morpho	athena		Accepted	GBIF							62			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Nymphalidae	Mellicta	athalia				Mellicta	athalia		Doubtful	GBIF		gonochorous					62			"Lesse, D.H., 1960. Speciation et Variation cromosomiques chez les Lepidopteris Rhopaloceres. Annls Soc. nat. Zool., 12(2), pp.1-223."
Nymphalidae	Melitaea	athalia				Melitaea	athalia		Accepted	GBIF			ZW			62	62			"Federley, H., 1938. CHROMOSOMENZAHLEN FINNLÄN?DISCHER LEPIDOPTEREN: I. RHOPALOCERA. Hereditas, 24(4), pp.397-464."
Nymphalidae	Pyrameis	atalanta				Vanessa	indica		Synonym	GBIF							62			"Federley, H., 1938. CHROMOSOMENZAHLEN FINNLÄN?DISCHER LEPIDOPTEREN: I. RHOPALOCERA. Hereditas, 24(4), pp.397-464."
Nymphalidae	Hamadryas	arinome				Hamadryas	arinome		Doubtful	GBIF							62			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Hamadryas	arinome				Hamadryas	arinome		Doubtful	GBIF							62			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Memphis	arginussa				Memphis	arginussa		Accepted	GBIF							62			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Nymphalidae	Memphis	appias															62			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Venessa	antiopa				Nymphalis	antiopa		Synonym	GBIF			ZW			62	62			"Federley, H., 1938. CHROMOSOMENZAHLEN FINNLÄN?DISCHER LEPIDOPTEREN: I. RHOPALOCERA. Hereditas, 24(4), pp.397-464."
Nymphalidae	Nymphalis	antiopa				Nymphalis	antiopa		Accepted	GBIF		gonochorous					62			Federley 1932b
Nymphalidae	Diaethria	anna				Diaethria	anna		Accepted	GBIF							62			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Euphydryas	anicia	eurtion			Occidryas	anicia		Synonym	GBIF							62			"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 4. Nymphalidae, Charaxidinae and Libyrheinae.J. Lepid. Soc.,14, pp.179-201."
Nymphalidae	Euphydryas	anicia	eurytion			Occidryas	anicia		Synonym	GBIF		gonochorous					62			"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 4. Nymphalidae, Charaxidinae and Libyrheinae.J. Lepid. Soc.,14, pp.179-201."
Nymphalidae	Junonia	andremiaja				Junonia	andremiaja		Accepted	Lepindex							62			"Lesse, H.D., 1972. Nombres de chromosomes de quelques Lépidoptères Rhopalocères de Madagascar. Bulletin de la Société entomologique de France, 77(1), pp.9-11."
Nymphalidae	Hamadryas	amphinome				Hamadryas	amphinome		Doubtful	GBIF							62			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Hamadryas	amphinome				Hamadryas	amphinome		Doubtful	GBIF							62			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Anartia	amathea				Anartia	amathea		Accepted	GBIF							62			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Precis	almana				Junonia	almana		Synonym	Lepindex		gonochorous					62			"Maeki, K., Ogata, M. and Shirozu, T., 1965. A study of the chromosomes in twenty-five speceis of Formosan Rhopalocera. Special Bulletines of the Lepidoptera Society Japan, (1), pp.1-10."
Nymphalidae	Eueides	aliphera				Heliconius	aliphera		Synonym	GBIF							62			"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalidae).†Hereditas,†117(2), pp.109-125."
Nymphalidae	Heliconius	aliphera				Heliconius	aliphera		Accepted	GBIF							62			"Wesley, D.J. and Emmel, T.C., 1975. The chromosomes of Neotropical butterflies from Trinidad and Tobago.Biotropica, pp.24-31."
Nymphalidae	Melitea	aetherie				Melitaea	aetherie		Accepted	GBIF							62			"Lesse, H.D., 1970. Formules chromosomiques de quelques Rhopalocères paléarctiques [Lep].Bulletin de la Société entomologique de France,75(7), pp.214-216."
Nymphalidae	Historis	acheronta				Coea	acheronta		Synonym	GBIF							62			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Historis	acheronta				Coea	acheronta		Synonym	GBIF							62			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Limenitis	weidemeyerii				Limenitis	weidemeyerii		Accepted	GBIF							60			"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 4. Nymphalidae, Charaxidinae and Libyrheinae.J. Lepid. Soc.,14, pp.179-201."
Nymphalidae	Polygrapha	tyrianthina				Polygrapha	tyrianthina		Accepted	GBIF							60			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Anaea	troglodyta				Anaea	troglodyta		Accepted	GBIF							60			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Anaea	troglodyta				Anaea	troglodyta		Accepted	GBIF							60			"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 4. Nymphalidae, Charaxidinae and Libyrheinae.J. Lepid. Soc.,14, pp.179-201."
Nymphalidae	Dynamine	tithia				Dynamine	tithia		Accepted	GBIF							60			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Dynamine	tithia				Dynamine	tithia		Accepted	GBIF							60			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Boloria	titania	helena			Boloria	titania		Accepted	GBIF		gonochorous					60			"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 4. Nymphalidae, Charaxidinae and Libyrheinae.J. Lepid. Soc.,14, pp.179-201."
Nymphalidae	Argynnis	thore	scandinavica			Boloria	thore		Synonym	GBIF		gonochorous					60			"Federley, H., 1938. CHROMOSOMENZAHLEN FINNLÄN?DISCHER LEPIDOPTEREN: I. RHOPALOCERA. Hereditas, 24(4), pp.397-464."
Nymphalidae	Adelpha	thessalia				Adelpha	thessalia		Accepted	GBIF							60			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Adelpha	thessalia	indefecta			Adelpha	thessalia		Accepted	GBIF							60			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Caligo	teucer				Caligo	teucer		Accepted	GBIF							60			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Caligo	teucer	japetus			Caligo	teucer japetus		Accepted	GBIF							60			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Nymphalidae	Euphaedra	spaciosa				Euphaedra	spatiosa		Accepted	GBIF							60			"Lesse, H.D., 1967. Formules chromosomiques de Lépidoptères Rhopalocères d'Afrique centrale (supplemént et rectificatif).Bulletin de la Société entomologique de France,72(9), pp.287-288."
Nymphalidae	Caligo	sp.				Caligo	sp.		Accepted Genera	Lepindex							60			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Nymphalidae	Memphis	sp.				Memphis	sp.		Accepted Genera	Lepindex							60			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Nymphalidae	Pierella	sp.				Pierella	sp.		Accepted Genera	Lepindex							60			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Nymphalidae	Pyrrhogyra	sp.				Pyrrhogyra	sp.		Accepted Genera	Lepindex							60			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Argynnis	selene				Boloria	selene		Synonym	GBIF			ZW			60	60			"Federley, H., 1938. CHROMOSOMENZAHLEN FINNLÄN?DISCHER LEPIDOPTEREN: I. RHOPALOCERA. Hereditas, 24(4), pp.397-464."
Nymphalidae	Boloria	selene	tollandensis			Clossiana	myrina		Synonym	GBIF							60			"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 4. Nymphalidae, Charaxidinae and Libyrheinae.J. Lepid. Soc.,14, pp.179-201."
Nymphalidae	Adelpha	saundersii				Adelpha	saundersii		Accepted	GBIF							60			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Adelpha	saundersii				Adelpha	saundersii		Accepted	GBIF							60			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Limenitis	rivularis				Limenitis	reducta		Synonym	GBIF							60			"Lesse, H.D., 1970. Formules chromosomiques de quelques Rhopalocères paléarctiques [Lep].Bulletin de la Société entomologique de France,75(7), pp.214-216."
Nymphalidae	Paraneptis	rivularis				Neptis	rivularis		Synonym	Lepindex		gonochorous					60			"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 4. Nymphalidae, Charaxidinae and Libyrheinae.J. Lepid. Soc.,14, pp.179-201."
Nymphalidae	Paraneptis	pryeri				Neptis	pryeri		Synonym	Lepindex							60			"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 4. Nymphalidae, Charaxidinae and Libyrheinae.J. Lepid. Soc.,14, pp.179-201."
Nymphalidae	Limenitis	populi				Limenitis	populi		Accepted	GBIF			ZW			60	60			"Federley, H., 1938. CHROMOSOMENZAHLEN FINNLÄN?DISCHER LEPIDOPTEREN: I. RHOPALOCERA. Hereditas, 24(4), pp.397-464."
Nymphalidae	Danaus	plexippus				Danaus	plexippus		Accepted	GBIF							60			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Danaus	plexippus				Danaus	plexippus		Accepted	GBIF		gonochorous					60			walters2016neo
Nymphalidae	Euryphura	plautilla				Euryphura	plautilla		Accepted	GBIF		gonochorous					60			"Bernardi, G. and de Lesse, H., 1964. Formules chromosomiques de quelques Lepidopteres Rhopaloceres du Gabon. Biol. Gabonica., 1, p.65-71."
Nymphalidae	Kalkasia	philyra				Neptis	philyra		Synonym	Lepindex		gonochorous					60			"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 4. Nymphalidae, Charaxidinae and Libyrheinae.J. Lepid. Soc.,14, pp.179-201."
Nymphalidae	Antirrhea	philoctetes				Antirrhea	philoctetes		Accepted	GBIF							60			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Antirrhea	philoctetes	avernus			Antirrhea	philoctetes		Accepted At Species Level	Lepindex							60			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Nymphalidae	Memphis	perenna	austrina			Memphis	perenna		Accepted	GBIF							60			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Nymphalidae	Cissia	penelope				Argyreuptychia	penelope		Synonym	GBIF							60			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Argynnis	pales	arsilache			Boloria	pales		Synonym	GBIF		gonochorous					60			"Federley, H., 1938. CHROMOSOMENZAHLEN FINNLÄN?DISCHER LEPIDOPTEREN: I. RHOPALOCERA. Hereditas, 24(4), pp.397-464."
Nymphalidae	Boloria	pales				Boloria	pales		Accepted	GBIF		gonochorous					60			Lesse 1953d
Nymphalidae	Oleria	padilla				Oleria	padilla		Accepted	GBIF							60			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Pyrrhogyra	otolais				Pyrrhogyra	otolais		Accepted	GBIF							60			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Oleria	onega				Oleria	onega		Accepted	GBIF							60			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Eunica	nr	eurota			Eunica	eurota		Accepted	GBIF							60			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Morpho	nestira	mineiro			Morpho	nestor		Accepted	GBIF							60			"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil. Bulletin de la Société entomologique de France, 76(5), pp.131-137."
Nymphalidae	Adelpha	mythra				Adelpha	mythra		Accepted	GBIF							60			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Limenitis	mythra				Limenitis	mythra		Accepted	GBIF							60			"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil. Bulletin de la Société entomologique de France, 76(5), pp.131-137."
Nymphalidae	Adelpha	mesentina				Limenitis	mesentina		Synonym	GBIF							60			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Adelpha	mesentina				Limenitis	mesentina		Synonym	GBIF							60			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Morpho	menelaus	coeruleus			Morpho	menelaus		Accepted	Lepindex							60			"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil.Bulletin de la Société entomologique de France,76(5), pp.131-137."
Nymphalidae	Adelpha	malea				Adelpha	malea		Accepted	GBIF							60			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Adelpha	malea	gogyama			Adelpha	malea		Accepted	GBIF							60			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Adelpha	lycorias				Limenitis	isis		Synonym	GBIF							60			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
