Family,Genus,species,Sexual.System,Karyotype,notes..Karyotype,Genotypic,Predicted.ploidy,Chromosome.number..female..2N,notes..Chromosome.number..female..2N,Chromosome.number..male..2N,notes..Chromosome.number..male..2N,notes..comments,cite.key
Nymphalidae,Junonia,iphita,,,,,,,,,,,
Nymphalidae,Junonia,lemonias,,,,,,,,,,,
Nymphalidae,Junonia,natalica,,,,,,,,,,,
Nymphalidae,Junonia,oenone  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Junonia,orithya,,,,,,,,,,,
Nymphalidae,Junonia,sophia,,,,,,,,,,,
Nymphalidae,Junonia,stygia  ,gonochorous,,,,,NA,,66,,,robinson1971karyology
Nymphalidae,Junonia,terea,,,,,,,,,,,
Nymphalidae,Junonia,vestina,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Junonia,vestina livia,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Junonia,villida,,,,,,,,,,,
Nymphalidae,Junonia,westermanni  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Kalkasia,philyra  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Nymphalidae,Kallima,inachus,,,,,,,,,,,
Nymphalidae,Kallima,limborgii,,,,,,,,,,,
Nymphalidae,Kallima,paralekta,,,,,,,,,,,
Nymphalidae,Kaniska,canace  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Lachnoptera,anticlia,,,,,,,,,,,
Nymphalidae,Ladoga,camilla  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Nymphalidae,Ladoga,glorifica  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Nymphalidae,Lampides,boeticus  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Nymphalidae,Lasiommata,maera,,,,,,,,,,,
Nymphalidae,Lasiommata,megera,,,,,,,,,,,
Nymphalidae,Lasiommata,petropolitana,,,,,,,,,,,
Nymphalidae,Lasippa,tiga,,,,,,,,,,,
Nymphalidae,Lethe,chandica,,,,,,,,,,,
Nymphalidae,Lethe,confusa,,,,,,,,,,,
Nymphalidae,Lethe,diana,,,,,,,,,,,
Nymphalidae,Lethe,europa,,,,,,,,,,,
Nymphalidae,Lethe,minerva,,,,,,,,,,,
Nymphalidae,Libythea,celtis,,,,,,,,,,,
Nymphalidae,Libytheana,bachmanii,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Libytheana,carinenta,,,,,,,,62,,N= 31 + 2 microchromosomes,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Limenitis,amphyssa,,,,,,,,,,,
Nymphalidae,Limenitis,anonyma  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Nymphalidae,Limenitis,archippus  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Nymphalidae,Limenitis,astyanax  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Nymphalidae,Limenitis,camilla  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Nymphalidae,Limenitis,camilla  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Nymphalidae,Limenitis,doerriesi,,,,,,,,,,,
Nymphalidae,Limenitis,glorifica  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Nymphalidae,Limenitis,helmanni,,,,,,,,,,,
Nymphalidae,Limenitis,moltrechti,,,,,,,,,,,
Nymphalidae,Limenitis,populi  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Nymphalidae,Limenitis,populi  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Nymphalidae,Limenitis,sulpitia,,,,,,,,,,,
Nymphalidae,Limenitis,weidemeyerii  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Nymphalidae,Lopinga,achine,,,,,,,,,,,
Nymphalidae,Lycorea,ilione,,,,,,,,,,,
Nymphalidae,Lymanopoda,samius,,,,,,,,,,,
Nymphalidae,Manataria,hercyna,,,,,,,,,,,
Nymphalidae,Maniola,jurtina,,,,,,,,,,,
Nymphalidae,Marpesia,berania,,,,,,,,64,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Marpesia,chiron,,,,,,,,,,,
Nymphalidae,Marpesia,corinna,,,,,,,,64,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Marpesia,eleuchea,,,,,,,,,,,
Nymphalidae,Marpesia,petreus,,,,,,,,64,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Marpesia,zerynthia,,,,,,,,64,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Mcclungia,cymo,,,,,,,,,,,
Nymphalidae,Mechanitis,ishmia kayei,,,,,,,,42,,,"Wesley, D.J. and Emmel, T.C., 1975. The chromosomes of Neotropical butterflies from Trinidad and Tobago.ÊBiotropica, pp.24-31."
Nymphalidae,Mechanitis,lysimnia,,,,,,,,,,,
Nymphalidae,Mechanitis,mazaeus,,,,,,,,,,,
Nymphalidae,Mechanitis,polymnia,,,,,,,,,,,
Nymphalidae,Megisto,cymela,,,,,,,,,,,
Nymphalidae,Melanargia,galathea  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Nymphalidae,Melanargia,halimede,,,,,,,,,,,
Nymphalidae,Melanargia,ines,,,,,,,,,,,
Nymphalidae,Melanargia,lachesis,,,,,,,,,,,
Nymphalidae,Melanargia,occitanica,,,,,,,,,,,
Nymphalidae,Melanargia,russiae,,,,,,,,,,,
Nymphalidae,Melanitis,leda,,,,,,,,,,,
Nymphalidae,Melinaea,menophilus,,,,,,,,,,,
Nymphalidae,Melitaea,aetherie,,,,,,,,,,,
Nymphalidae,Melitaea,arduinna,,,,,,,,,,,
Nymphalidae,Melitaea,athalia  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Melitaea,aurelia  ,gonochorous,,,,,NA,,64,,,robinson1971karyology
Nymphalidae,Melitaea,aurunia,,,,,,60,,,,,"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191."
Nymphalidae,Melitaea,cinxia  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Melitaea,diamina  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Melitaea,didyma  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Nymphalidae,Melitaea,iduna  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Melitaea,maturna  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Melitaea,maturna  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Melitaea,montium  ,gonochorous,,,,,NA,,54,,,robinson1971karyology
Nymphalidae,Melitaea,persea  ,gonochorous,,,,,NA,,55,54-56,,robinson1971karyology
Nymphalidae,Melitaea,phoebe  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Melitaea,transcaucasica  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Nymphalidae,Melitaea,trivia  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Mellicta,athalia  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Mellicta,varia  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Mesoacidalia,charlotta  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Nymphalidae,Mesoacidalia,charlotta  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Nymphalidae,Mesoacidalia,chartotta .basalis ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Nymphalidae,Mesotaenia,vaninka,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Mesoxantha,ethosea,,,,,,,,,,,
Nymphalidae,Mestra,cana,,,,,,,,62,,also known as Mestra hypermestra cana,"Wesley, D.J. and Emmel, T.C., 1975. The chromosomes of Neotropical butterflies from Trinidad and Tobago.ÊBiotropica, pp.24-31."
Nymphalidae,Mestra,dorcas,,,,,,,,,,,
Nymphalidae,Mestra,dorcas apicalis,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Mestra,dorcas semifulva,,,,,,,,66,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Metamorpha,elissa,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Metamorpha,stelenes  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Methona,confusa,,,,,,,,,,,
Nymphalidae,Methona,themisto,,,,,,,,,,,
Nymphalidae,Minois,dryas,,,,,,,,,,,
Nymphalidae,Moduza,procris,,,,,,,,,,,
Nymphalidae,Morpho,peleides  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Nymphalidae,Morpho,peleides  insularis,,,,,,,,56,,,"Wesley, D.J. and Emmel, T.C., 1975. The chromosomes of Neotropical butterflies from Trinidad and Tobago.ÊBiotropica, pp.24-31."
Nymphalidae,Mycalesis,anapita,,,,,,,,,,,
Nymphalidae,Mycalesis,francisca,,,,,,,,,,,
Nymphalidae,Mycalesis,gotama,,,,,,,,,,,
Nymphalidae,Mycalesis,janardana,,,,,,,,,,,
Nymphalidae,Mycalesis,maianeas,,,,,,,,,,,
Nymphalidae,Mycalesis,mineus,,,,,,,,,,,
Nymphalidae,Mycalesis,orseis,,,,,,,,,,,
Nymphalidae,Mycalesis,perseus,,,,,,,,,,,
Nymphalidae,Mycalesis,sangaica,,,,,,,,,,,
Nymphalidae,Mycalesis,sirius,,,,,,,,,,,
Nymphalidae,Mycalesis,terminus,,,,,,,,,,,
Nymphalidae,Mycalesis,visala,,,,,,,,,,,
Nymphalidae,Mynes,geoffroyi,,,,,,,,,,,
Nymphalidae,Myscelia,cyaniris,,,,,,,,,,,
Nymphalidae,Myscelia,orsis,,,,,,,,48,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Napeogenes,inachia,,,,,,,,,,,
Nymphalidae,Napeogenes,sylphis,,,,,,,,,,,
Nymphalidae,Napeogenes,tolosa,,,,,,,,,,,
Nymphalidae,Neominois,ridingsii,,,,,,,,,,,
Nymphalidae,Neope,bremeri,,,,,,,,,,,
Nymphalidae,Neptidopsis,fulgurata,,,,,,,,,,,
Nymphalidae,Neptidopsis,ophione,,,,,,,,,,,
Nymphalidae,Neptis,aceris  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Nymphalidae,Neptis,aceris  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Nymphalidae,Neptis,hylas,,,,,,,,,,,
Nymphalidae,Neptis,hylas luculenta ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Nymphalidae,Neptis,ida,,,,,,,,,,,
Nymphalidae,Neptis,morosa  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Nymphalidae,Neptis,nysiades  ,gonochorous,,,,,NA,,88,,,robinson1971karyology
Nymphalidae,Neptis,pryeri,,,,,,,,,,,
Nymphalidae,Neptis,rivularis,,,,,,,,,,,
Nymphalidae,Neptis,saclava,,,,,,,,,,,
Nymphalidae,Neptis,sappho,,,,,,,,,,,
Nymphalidae,Neruda,metharme,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Nesoxenica,leprea,,,,,,,,,,,
Nymphalidae,Nessaea,batesii,,,,,,,,22,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Nessaea,hewitsonii,,,,,,,,14,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Nessaea,obrinus,,,,,,,,,"7,8",,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Nica,flavilla,,,,,,,,108,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Nymphalis,antiopa  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Nymphalidae,Nymphalis,antiopa  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Nymphalis,antiopa  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Nymphalis,californica,,,,,,,,,,,
Nymphalidae,Nymphalis,canace  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Nymphalis,io  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Nymphalis,polychloros,,,,,,,,,,,
Nymphalidae,Nymphalis,xanthomelas  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Nymphalis,xanthomelas japonica ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Oeneis,chryxus,,,,,,,,,,,
Nymphalidae,Oeneis,jutta,,,,,,,,,,,
Nymphalidae,Oeneis,norna,,,,,,,,,,,
Nymphalidae,Oeneis,taygete,,,,,,,,,,,
Nymphalidae,Oleria,rubescens,,,,,,,,,,,
Nymphalidae,Oleria,vicina,,,,,,,,,,,
Nymphalidae,Oleria,victorine,,,,,,,,,,,
Nymphalidae,Oleria,zelica,,,,,,,,,,,
Nymphalidae,Opsiphanes,cassina,,,,,,,,,,,
Nymphalidae,Opsiphanes,quiteria,,,,,,,,,,,
Nymphalidae,Oreixenica,lathoniella,,,,,,,,,,,
Nymphalidae,Orophila,cardases,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Orsotriaena,medus,,,,,,,,,,,
Nymphalidae,Ortilia,ithra,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Ortilia,liriope,,,,,,,,,,,
Nymphalidae,Ortilia,orthia,,,,,,,,,,,
Nymphalidae,Palaeonympha,opalina,,,,,,,,,,,
Nymphalidae,Palla,decius,,,,,,,,,,,
Nymphalidae,Palla,ussheri,,,,,,,,,,,
Nymphalidae,Palla,violinitens  ,gonochorous,,,,,NA,,34,,,robinson1971karyology
Nymphalidae,Panacea,procilla,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Panacea,sp.,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Pandoriana,maja  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Nymphalidae,Pantoporia,hordonia,,,,,,,,,,,
Nymphalidae,Pantoporia,sandaka,,,,,,,,,,,
Nymphalidae,Paralethe,dendrophilus,,,,,,,,,,,
Nymphalidae,Paraneptis,pryeri  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Nymphalidae,Paraneptis,rivularis  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Nymphalidae,Parantica,aglea,,,,,,,,,,,
Nymphalidae,Parantica,agleoides,,,,,,,,,,,
Nymphalidae,Parantica,aspasia,,,,,,,,,,,
Nymphalidae,Parantica,luzonensis,,,,,,,,,,,
Nymphalidae,Parantica,sita,,,,,,,,,,,
Nymphalidae,Pararge,aegeria,,,,,,,,,,,
Nymphalidae,Paratisiphone,lyrnessa,,,,,,,,,,,
Nymphalidae,Pardopsis,punctatissima,,,,,,,,,,,
Nymphalidae,Peria,lamis,,,,,,,,46,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Perisama,bomplandii,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Perisama,humboldtii,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Perisama,lebasii hildra,,,,,,,,,N=31-32,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Perisama,morona,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Perisama,oppelii,,,,,,,,62,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Phaedyma,columella,,,,,,,,,,,
Nymphalidae,Phalanta,phalantha,,,,,,,,,,,
Nymphalidae,Philaethria,constantinoi,,,,,,,,124,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Philaethria,diatonica,,,,,,,,144,"N = 72,67-68",,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Philaethria,dido,,,,,,,,176,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Philaethria,pygmalion,,,,,,,,58,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Philaethria,wernickei,,,,,,,,58,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Phyciodes,batesii,,,,,,,,,,,
Nymphalidae,Phyciodes,mylitta,,,,,,,,,,,
Nymphalidae,Phyciodes,orseis,,,,,,,,,,,
Nymphalidae,Phyciodes,phaon  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Phyciodes,tharos  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Phystis,simois,,,,,,,,,,,
Nymphalidae,Podotricha,euchroia,,,,,,,,18,,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Podotricha,telesiphe,,,,,,,,,N = 26-29,,"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalinae). Hereditas, 117(2), pp.109-125."
Nymphalidae,Poladryas,arachne,,,,,,,,,,,
Nymphalidae,Polygnnia,c-aureum  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Polygonia,c-album  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Polygonia,c-album  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Polygonia,c-album  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Polygonia,c-album hamigera ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Polygonia,comma,,,,,,,,,,,
Nymphalidae,Polygonia,egea  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Polygonia,faunus,,,,,,,,,,,
Nymphalidae,Polygonia,gracilis,,,,,,,,,,,
Nymphalidae,Polygonia,interrogationis,,,,,,,,,,,
Nymphalidae,Polygonia,oreas,,,,,,,,,,,
Nymphalidae,Polygonia,progne,,,,,,,,,,,
Nymphalidae,Polygonia,satyrus,,,,,,,,,,,
Nymphalidae,Polygonia,vau-album samurai ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Polygonia,zephyrus  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Polygonla,c-album  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Polyura,athamas,,,,,,,,,,,
Nymphalidae,Polyura,moori,,,,,,,,,,,
Nymphalidae,Polyura,narcaea,,,,,,,,,,,
Nymphalidae,Polyura,schreiber,,,,,,,,,,,
Nymphalidae,Praepedaliodes,phanias,,,,,,,,,,,
Nymphalidae,Precis,almana  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Precis,almana  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Precis,iphita  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Precis,lavina zonatis,,,,,,,,58,,,"Wesley, D.J. and Emmel, T.C., 1975. The chromosomes of Neotropical butterflies from Trinidad and Tobago.ÊBiotropica, pp.24-31."
Nymphalidae,Precis,orithya  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Precis,pelarga  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Precis,pelarga leodice ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Prothoe,franck,,,,,,,,,,,
Nymphalidae,Pseudacraea,boisduvalii  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Nymphalidae,Pseudacraea,gottbergi  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Nymphalidae,Pseudacraea,lucretia,,,,,,,,,,,
Nymphalidae,Pseudergolis,wedah,,,,,,,,,,,
Nymphalidae,Pseudoneptis,bugandensis,,,,,,,,,,,
Nymphalidae,Pseudonympha,magus,,,,,,,,,,,
Nymphalidae,Pseudoscada,timna,,,,,,,,,,,
Nymphalidae,Pseudotergumia,fidia,,,,,,,,,,,
Nymphalidae,Pteronymia,vestilla,,,,,,,,,,,
Nymphalidae,Pyrameis,atalanta  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Pyrameis,cardui  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Nymphalidae,Pyronia,bathseba,,,,,,,,,,,
Nymphalidae,Pyronia,cecilia,,,,,,,,,,,
Nymphalidae,Pyronia,tithonus,,,,,,,,,,,
Nymphalidae,Pyrrhogyra,crameri,,,,,,,,,,,
Nymphalidae,Pyrrhogyra,neaerea ophni,,,,,,,,,"58,62",,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Pyrrhogyra,otolais,,,,,,,,60,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Pyrrhogyra,sp.,,,,,,,,60,,,"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae. Hereditas, 144(4), pp.137-148."
Nymphalidae,Rhinopalpa,polynice,,,,,,,,,,,
Nymphalidae,Salamis,cacta  ,gonochorous,,,,,NA,,42,,,robinson1971karyology
Nymphalidae,Salamis,parhassus  ,gonochorous,,,,,NA,,65,64-66,,robinson1971karyology
Nymphalidae,Sallya,boisduvali,,,,,,,,,,,
