"run","rep","fission","fusion","aneuploidy","tips","rr","cond"
"empPcond.1.nTips200.rr1.RData.tree.65.RData",6,0.01,1,0.07,200,1,1
"empPcond.1.nTips200.rr10.RData.tree.65.RData",6,0,0,0,200,10,1
"empPcond.1.nTips200.rr2.RData.tree.65.RData",6,0.93,0.05,0.04,200,2,1
"empPcond.1.nTips200.rr5.RData.tree.65.RData",6,0.02,0,0.01,200,5,1
"empPcond.2.nTips200.rr1.RData.tree.65.RData",6,0.11,1,0.33,200,1,2
"empPcond.2.nTips200.rr10.RData.tree.65.RData",6,0,0.06,0,200,10,2
"empPcond.2.nTips200.rr2.RData.tree.65.RData",6,0.11,0.02,0.01,200,2,2
"empPcond.2.nTips200.rr5.RData.tree.65.RData",6,0.33,0.01,0,200,5,2
"empPcond.3.nTips200.rr1.RData.tree.65.RData",6,0,0,0,200,1,3
"empPcond.3.nTips200.rr10.RData.tree.65.RData",6,0,0,0,200,10,3
"empPcond.3.nTips200.rr2.RData.tree.65.RData",6,0,0.09,0,200,2,3
"empPcond.3.nTips200.rr5.RData.tree.65.RData",6,0,0,0,200,5,3
"empPcond.1.nTips200.rr1.RData.tree.65.RData",7,0.01,1,0.02,200,1,1
"empPcond.1.nTips200.rr10.RData.tree.65.RData",7,0,0,0,200,10,1
"empPcond.1.nTips200.rr2.RData.tree.65.RData",7,0.95,0.04,0.02,200,2,1
"empPcond.1.nTips200.rr5.RData.tree.65.RData",7,0,0.03,0,200,5,1
"empPcond.2.nTips200.rr1.RData.tree.65.RData",7,0.05,1,0.4,200,1,2
"empPcond.2.nTips200.rr10.RData.tree.65.RData",7,0,0.09,0,200,10,2
"empPcond.2.nTips200.rr2.RData.tree.65.RData",7,0.1,0.02,0,200,2,2
"empPcond.2.nTips200.rr5.RData.tree.65.RData",7,0.45,0.01,0.01,200,5,2
"empPcond.3.nTips200.rr1.RData.tree.65.RData",7,0.01,0.01,0,200,1,3
"empPcond.3.nTips200.rr10.RData.tree.65.RData",7,0,0,0,200,10,3
"empPcond.3.nTips200.rr2.RData.tree.65.RData",7,0,0.06,0,200,2,3
"empPcond.3.nTips200.rr5.RData.tree.65.RData",7,0,0,0,200,5,3
"empPcond.1.nTips200.rr1.RData.tree.65.RData",8,0,1,0.02,200,1,1
"empPcond.1.nTips200.rr10.RData.tree.65.RData",8,0,0,0,200,10,1
"empPcond.1.nTips200.rr2.RData.tree.65.RData",8,0.96,0.01,0.01,200,2,1
"empPcond.1.nTips200.rr5.RData.tree.65.RData",8,0.02,0.05,0.02,200,5,1
"empPcond.2.nTips200.rr1.RData.tree.65.RData",8,0.04,1,0.38,200,1,2
"empPcond.2.nTips200.rr10.RData.tree.65.RData",8,0,0.02,0,200,10,2
"empPcond.2.nTips200.rr2.RData.tree.65.RData",8,0.09,0,0,200,2,2
"empPcond.2.nTips200.rr5.RData.tree.65.RData",8,0.43,0.01,0.02,200,5,2
"empPcond.3.nTips200.rr1.RData.tree.65.RData",8,0.01,0.01,0.01,200,1,3
"empPcond.3.nTips200.rr10.RData.tree.65.RData",8,0,0,0,200,10,3
"empPcond.3.nTips200.rr2.RData.tree.65.RData",8,0.01,0.07,0.02,200,2,3
"empPcond.3.nTips200.rr5.RData.tree.65.RData",8,0,0,0,200,5,3
"empPcond.1.nTips200.rr1.RData.tree.65.RData",9,0.02,1,0.06,200,1,1
"empPcond.1.nTips200.rr10.RData.tree.65.RData",9,0,0,0,200,10,1
"empPcond.1.nTips200.rr2.RData.tree.65.RData",9,0.92,0,0,200,2,1
"empPcond.1.nTips200.rr5.RData.tree.65.RData",9,0.01,0.02,0,200,5,1
"empPcond.2.nTips200.rr1.RData.tree.65.RData",9,0.04,1,0.34,200,1,2
"empPcond.2.nTips200.rr10.RData.tree.65.RData",9,0,0.04,0,200,10,2
"empPcond.2.nTips200.rr2.RData.tree.65.RData",9,0.14,0.02,0.01,200,2,2
"empPcond.2.nTips200.rr5.RData.tree.65.RData",9,0.34,0,0,200,5,2
"empPcond.3.nTips200.rr1.RData.tree.65.RData",9,0,0,0,200,1,3
"empPcond.3.nTips200.rr10.RData.tree.65.RData",9,0,0,0,200,10,3
"empPcond.3.nTips200.rr2.RData.tree.65.RData",9,0.01,0.07,0,200,2,3
"empPcond.3.nTips200.rr5.RData.tree.65.RData",9,0,0,0,200,5,3
"empPcond.1.nTips200.rr1.RData.tree.65.RData",10,0,1,0.04,200,1,1
"empPcond.1.nTips200.rr10.RData.tree.65.RData",10,0,0,0,200,10,1
"empPcond.1.nTips200.rr2.RData.tree.65.RData",10,0.99,0.02,0.05,200,2,1
"empPcond.1.nTips200.rr5.RData.tree.65.RData",10,0,0.02,0,200,5,1
"empPcond.2.nTips200.rr1.RData.tree.65.RData",10,0.02,1,0.28,200,1,2
"empPcond.2.nTips200.rr10.RData.tree.65.RData",10,0,0.07,0,200,10,2
"empPcond.2.nTips200.rr2.RData.tree.65.RData",10,0.12,0.02,0.02,200,2,2
"empPcond.2.nTips200.rr5.RData.tree.65.RData",10,0.37,0,0,200,5,2
"empPcond.3.nTips200.rr1.RData.tree.65.RData",10,0,0,0,200,1,3
"empPcond.3.nTips200.rr10.RData.tree.65.RData",10,0,0,0,200,10,3
"empPcond.3.nTips200.rr2.RData.tree.65.RData",10,0,0.11,0.01,200,2,3
"empPcond.3.nTips200.rr5.RData.tree.65.RData",10,0,0,0,200,5,3
"empPcond.1.nTips200.rr1.RData.tree.65.RData",11,0,1,0.03,200,1,1
"empPcond.1.nTips200.rr10.RData.tree.65.RData",11,0,0,0,200,10,1
"empPcond.1.nTips200.rr2.RData.tree.65.RData",11,0.95,0.07,0.03,200,2,1
"empPcond.1.nTips200.rr5.RData.tree.65.RData",11,0.02,0.01,0,200,5,1
"empPcond.2.nTips200.rr1.RData.tree.65.RData",11,0.05,1,0.35,200,1,2
"empPcond.2.nTips200.rr10.RData.tree.65.RData",11,0,0.03,0,200,10,2
"empPcond.2.nTips200.rr2.RData.tree.65.RData",11,0.11,0.04,0.02,200,2,2
"empPcond.2.nTips200.rr5.RData.tree.65.RData",11,0.34,0.02,0.02,200,5,2
"empPcond.3.nTips200.rr1.RData.tree.65.RData",11,0,0,0,200,1,3
"empPcond.3.nTips200.rr10.RData.tree.65.RData",11,0,0,0,200,10,3
"empPcond.3.nTips200.rr2.RData.tree.65.RData",11,0,0.03,0,200,2,3
"empPcond.3.nTips200.rr5.RData.tree.65.RData",11,0,0,0,200,5,3
"empPcond.1.nTips200.rr1.RData.tree.65.RData",12,0.01,1,0.07,200,1,1
"empPcond.1.nTips200.rr10.RData.tree.65.RData",12,0,0,0,200,10,1
"empPcond.1.nTips200.rr2.RData.tree.65.RData",12,0.93,0.02,0.01,200,2,1
"empPcond.1.nTips200.rr5.RData.tree.65.RData",12,0.02,0.01,0,200,5,1
"empPcond.2.nTips200.rr1.RData.tree.65.RData",12,0.04,1,0.45,200,1,2
"empPcond.2.nTips200.rr10.RData.tree.65.RData",12,0,0.06,0,200,10,2
"empPcond.2.nTips200.rr2.RData.tree.65.RData",12,0.15,0.03,0,200,2,2
"empPcond.2.nTips200.rr5.RData.tree.65.RData",12,0.43,0,0,200,5,2
"empPcond.3.nTips200.rr1.RData.tree.65.RData",12,0.01,0,0,200,1,3
"empPcond.3.nTips200.rr10.RData.tree.65.RData",12,0,0,0,200,10,3
"empPcond.3.nTips200.rr2.RData.tree.65.RData",12,0,0.06,0.01,200,2,3
"empPcond.3.nTips200.rr5.RData.tree.65.RData",12,0,0,0,200,5,3
"empPcond.1.nTips200.rr1.RData.tree.65.RData",13,0,1,0.02,200,1,1
"empPcond.1.nTips200.rr10.RData.tree.65.RData",13,0,0,0,200,10,1
"empPcond.1.nTips200.rr2.RData.tree.65.RData",13,0.96,0.03,0.04,200,2,1
"empPcond.1.nTips200.rr5.RData.tree.65.RData",13,0.01,0.02,0,200,5,1
"empPcond.2.nTips200.rr1.RData.tree.65.RData",13,0.03,1,0.29,200,1,2
"empPcond.2.nTips200.rr10.RData.tree.65.RData",13,0,0.03,0,200,10,2
"empPcond.2.nTips200.rr2.RData.tree.65.RData",13,0.05,0.03,0.01,200,2,2
"empPcond.2.nTips200.rr5.RData.tree.65.RData",13,0.39,0,0,200,5,2
"empPcond.3.nTips200.rr1.RData.tree.65.RData",13,0,0,0,200,1,3
"empPcond.3.nTips200.rr10.RData.tree.65.RData",13,0,0,0,200,10,3
"empPcond.3.nTips200.rr2.RData.tree.65.RData",13,0,0.03,0,200,2,3
"empPcond.3.nTips200.rr5.RData.tree.65.RData",13,0,0,0,200,5,3
"empPcond.1.nTips200.rr1.RData.tree.65.RData",14,0.01,1,0.03,200,1,1
"empPcond.1.nTips200.rr10.RData.tree.65.RData",14,0.01,0,0,200,10,1
"empPcond.1.nTips200.rr2.RData.tree.65.RData",14,0.95,0.02,0,200,2,1
"empPcond.1.nTips200.rr5.RData.tree.65.RData",14,0.01,0.01,0.01,200,5,1
"empPcond.2.nTips200.rr1.RData.tree.65.RData",14,0.02,1,0.31,200,1,2
"empPcond.2.nTips200.rr10.RData.tree.65.RData",14,0,0.03,0,200,10,2
"empPcond.2.nTips200.rr2.RData.tree.65.RData",14,0.11,0.01,0,200,2,2
"empPcond.2.nTips200.rr5.RData.tree.65.RData",14,0.35,0,0,200,5,2
"empPcond.3.nTips200.rr1.RData.tree.65.RData",14,0,0,0,200,1,3
"empPcond.3.nTips200.rr10.RData.tree.65.RData",14,0,0,0,200,10,3
"empPcond.3.nTips200.rr2.RData.tree.65.RData",14,0,0.03,0,200,2,3
"empPcond.3.nTips200.rr5.RData.tree.65.RData",14,0,0,0,200,5,3
"empPcond.1.nTips200.rr1.RData.tree.65.RData",15,0.01,1,0.05,200,1,1
"empPcond.1.nTips200.rr10.RData.tree.65.RData",15,0,0,0,200,10,1
"empPcond.1.nTips200.rr2.RData.tree.65.RData",15,0.96,0.03,0.01,200,2,1
"empPcond.1.nTips200.rr5.RData.tree.65.RData",15,0.02,0.02,0,200,5,1
"empPcond.2.nTips200.rr1.RData.tree.65.RData",15,0.05,1,0.34,200,1,2
"empPcond.2.nTips200.rr10.RData.tree.65.RData",15,0,0.08,0,200,10,2
"empPcond.2.nTips200.rr2.RData.tree.65.RData",15,0.09,0.01,0.01,200,2,2
"empPcond.2.nTips200.rr5.RData.tree.65.RData",15,0.36,0.02,0.03,200,5,2
"empPcond.3.nTips200.rr1.RData.tree.65.RData",15,0,0,0,200,1,3
"empPcond.3.nTips200.rr10.RData.tree.65.RData",15,0,0,0,200,10,3
"empPcond.3.nTips200.rr2.RData.tree.65.RData",15,0,0.07,0,200,2,3
"empPcond.3.nTips200.rr5.RData.tree.65.RData",15,0,0.01,0,200,5,3
"empPcond.1.nTips200.rr1.RData.tree.65.RData",16,0,1,0.03,200,1,1
"empPcond.1.nTips200.rr10.RData.tree.65.RData",16,0,0,0,200,10,1
"empPcond.1.nTips200.rr2.RData.tree.65.RData",16,0.94,0.03,0.02,200,2,1
"empPcond.1.nTips200.rr5.RData.tree.65.RData",16,0.02,0.01,0.01,200,5,1
"empPcond.2.nTips200.rr1.RData.tree.65.RData",16,0.04,1,0.39,200,1,2
"empPcond.2.nTips200.rr10.RData.tree.65.RData",16,0,0.04,0,200,10,2
"empPcond.2.nTips200.rr2.RData.tree.65.RData",16,0.11,0,0,200,2,2
"empPcond.2.nTips200.rr5.RData.tree.65.RData",16,0.47,0.01,0.01,200,5,2
"empPcond.3.nTips200.rr1.RData.tree.65.RData",16,0,0,0,200,1,3
"empPcond.3.nTips200.rr10.RData.tree.65.RData",16,0,0,0,200,10,3
"empPcond.3.nTips200.rr2.RData.tree.65.RData",16,0.01,0.07,0.02,200,2,3
"empPcond.3.nTips200.rr5.RData.tree.65.RData",16,0,0,0,200,5,3
"empPcond.1.nTips200.rr1.RData.tree.65.RData",17,0.02,1,0.04,200,1,1
"empPcond.1.nTips200.rr10.RData.tree.65.RData",17,0.01,0,0,200,10,1
"empPcond.1.nTips200.rr2.RData.tree.65.RData",17,0.95,0.02,0.03,200,2,1
"empPcond.1.nTips200.rr5.RData.tree.65.RData",17,0.05,0.01,0.02,200,5,1
"empPcond.2.nTips200.rr1.RData.tree.65.RData",17,0.05,1,0.38,200,1,2
"empPcond.2.nTips200.rr10.RData.tree.65.RData",17,0,0.04,0,200,10,2
"empPcond.2.nTips200.rr2.RData.tree.65.RData",17,0.12,0.02,0,200,2,2
"empPcond.2.nTips200.rr5.RData.tree.65.RData",17,0.38,0,0,200,5,2
"empPcond.3.nTips200.rr1.RData.tree.65.RData",17,0.04,0.01,0.01,200,1,3
"empPcond.3.nTips200.rr10.RData.tree.65.RData",17,0,0,0,200,10,3
"empPcond.3.nTips200.rr2.RData.tree.65.RData",17,0,0.08,0,200,2,3
"empPcond.3.nTips200.rr5.RData.tree.65.RData",17,0,0,0,200,5,3
"empPcond.1.nTips200.rr1.RData.tree.65.RData",18,0.02,1,0.11,200,1,1
"empPcond.1.nTips200.rr10.RData.tree.65.RData",18,0.01,0,0,200,10,1
"empPcond.1.nTips200.rr2.RData.tree.65.RData",18,0.96,0.01,0.02,200,2,1
"empPcond.1.nTips200.rr5.RData.tree.65.RData",18,0,0.02,0,200,5,1
"empPcond.2.nTips200.rr1.RData.tree.65.RData",18,0.05,1,0.33,200,1,2
"empPcond.2.nTips200.rr10.RData.tree.65.RData",18,0,0.02,0,200,10,2
"empPcond.2.nTips200.rr2.RData.tree.65.RData",18,0.08,0,0,200,2,2
"empPcond.2.nTips200.rr5.RData.tree.65.RData",18,0.48,0,0,200,5,2
"empPcond.3.nTips200.rr1.RData.tree.65.RData",18,0.01,0,0,200,1,3
"empPcond.3.nTips200.rr10.RData.tree.65.RData",18,0,0,0,200,10,3
"empPcond.3.nTips200.rr2.RData.tree.65.RData",18,0,0.04,0.01,200,2,3
"empPcond.3.nTips200.rr5.RData.tree.65.RData",18,0,0.01,0,200,5,3
"empPcond.1.nTips200.rr1.RData.tree.65.RData",19,0,1,0.04,200,1,1
"empPcond.1.nTips200.rr10.RData.tree.65.RData",19,0,0,0,200,10,1
"empPcond.1.nTips200.rr2.RData.tree.65.RData",19,0.96,0.03,0.03,200,2,1
"empPcond.1.nTips200.rr5.RData.tree.65.RData",19,0.02,0.04,0,200,5,1
"empPcond.2.nTips200.rr1.RData.tree.65.RData",19,0.09,1,0.32,200,1,2
"empPcond.2.nTips200.rr10.RData.tree.65.RData",19,0,0.04,0,200,10,2
"empPcond.2.nTips200.rr2.RData.tree.65.RData",19,0.13,0.02,0,200,2,2
"empPcond.2.nTips200.rr5.RData.tree.65.RData",19,0.36,0,0.02,200,5,2
"empPcond.3.nTips200.rr1.RData.tree.65.RData",19,0,0,0,200,1,3
"empPcond.3.nTips200.rr10.RData.tree.65.RData",19,0,0,0,200,10,3
"empPcond.3.nTips200.rr2.RData.tree.65.RData",19,0.01,0.07,0,200,2,3
"empPcond.3.nTips200.rr5.RData.tree.65.RData",19,0,0.01,0,200,5,3
"empPcond.1.nTips200.rr1.RData.tree.65.RData",20,0.01,1,0.06,200,1,1
"empPcond.1.nTips200.rr10.RData.tree.65.RData",20,0.01,0,0.01,200,10,1
"empPcond.1.nTips200.rr2.RData.tree.65.RData",20,0.96,0.01,0,200,2,1
"empPcond.1.nTips200.rr5.RData.tree.65.RData",20,0.01,0.02,0,200,5,1
"empPcond.2.nTips200.rr1.RData.tree.65.RData",20,0.05,1,0.33,200,1,2
"empPcond.2.nTips200.rr10.RData.tree.65.RData",20,0,0.04,0,200,10,2
"empPcond.2.nTips200.rr2.RData.tree.65.RData",20,0.1,0.02,0,200,2,2
"empPcond.2.nTips200.rr5.RData.tree.65.RData",20,0.45,0,0.01,200,5,2
"empPcond.3.nTips200.rr1.RData.tree.65.RData",20,0,0,0,200,1,3
"empPcond.3.nTips200.rr10.RData.tree.65.RData",20,0,0,0,200,10,3
"empPcond.3.nTips200.rr2.RData.tree.65.RData",20,0.02,0.07,0.02,200,2,3
"empPcond.3.nTips200.rr5.RData.tree.65.RData",20,0,0,0,200,5,3
"empPcond.1.nTips200.rr1.RData.tree.65.RData",21,0.03,1,0.08,200,1,1
"empPcond.1.nTips200.rr10.RData.tree.65.RData",21,0.01,0,0,200,10,1
"empPcond.1.nTips200.rr2.RData.tree.65.RData",21,0.95,0.03,0.06,200,2,1
"empPcond.1.nTips200.rr5.RData.tree.65.RData",21,0.01,0.01,0.01,200,5,1
"empPcond.2.nTips200.rr1.RData.tree.65.RData",21,0.02,1,0.36,200,1,2
"empPcond.2.nTips200.rr10.RData.tree.65.RData",21,0,0.04,0,200,10,2
"empPcond.2.nTips200.rr2.RData.tree.65.RData",21,0.1,0.01,0.01,200,2,2
"empPcond.2.nTips200.rr5.RData.tree.65.RData",21,0.41,0,0,200,5,2
"empPcond.3.nTips200.rr1.RData.tree.65.RData",21,0.01,0,0,200,1,3
"empPcond.3.nTips200.rr10.RData.tree.65.RData",21,0,0,0,200,10,3
"empPcond.3.nTips200.rr2.RData.tree.65.RData",21,0,0.05,0,200,2,3
"empPcond.3.nTips200.rr5.RData.tree.65.RData",21,0,0,0,200,5,3
"empPcond.1.nTips200.rr1.RData.tree.65.RData",22,0.03,1,0.03,200,1,1
"empPcond.1.nTips200.rr10.RData.tree.65.RData",22,0.01,0,0,200,10,1
"empPcond.1.nTips200.rr2.RData.tree.65.RData",22,0.93,0.01,0.01,200,2,1
"empPcond.1.nTips200.rr5.RData.tree.65.RData",22,0.03,0.01,0.01,200,5,1
"empPcond.2.nTips200.rr1.RData.tree.65.RData",22,0.04,1,0.33,200,1,2
"empPcond.2.nTips200.rr10.RData.tree.65.RData",22,0,0.09,0,200,10,2
"empPcond.2.nTips200.rr2.RData.tree.65.RData",22,0.13,0.01,0.01,200,2,2
"empPcond.2.nTips200.rr5.RData.tree.65.RData",22,0.41,0.01,0.01,200,5,2
"empPcond.3.nTips200.rr1.RData.tree.65.RData",22,0,0,0,200,1,3
"empPcond.3.nTips200.rr10.RData.tree.65.RData",22,0,0,0,200,10,3
"empPcond.3.nTips200.rr2.RData.tree.65.RData",22,0.01,0.06,0.03,200,2,3
"empPcond.3.nTips200.rr5.RData.tree.65.RData",22,0,0,0,200,5,3
"empPcond.1.nTips200.rr1.RData.tree.65.RData",23,0.01,1,0.04,200,1,1
"empPcond.1.nTips200.rr10.RData.tree.65.RData",23,0,0,0,200,10,1
"empPcond.1.nTips200.rr2.RData.tree.65.RData",23,0.94,0.04,0.03,200,2,1
"empPcond.1.nTips200.rr5.RData.tree.65.RData",23,0.01,0.04,0,200,5,1
"empPcond.2.nTips200.rr1.RData.tree.65.RData",23,0.08,1,0.44,200,1,2
"empPcond.2.nTips200.rr10.RData.tree.65.RData",23,0,0.03,0,200,10,2
"empPcond.2.nTips200.rr2.RData.tree.65.RData",23,0.13,0.01,0,200,2,2
"empPcond.2.nTips200.rr5.RData.tree.65.RData",23,0.45,0,0.01,200,5,2
"empPcond.3.nTips200.rr1.RData.tree.65.RData",23,0.01,0,0,200,1,3
"empPcond.3.nTips200.rr10.RData.tree.65.RData",23,0,0,0,200,10,3
"empPcond.3.nTips200.rr2.RData.tree.65.RData",23,0.01,0.06,0.02,200,2,3
"empPcond.3.nTips200.rr5.RData.tree.65.RData",23,0,0,0,200,5,3
